x,y
0.9876090813277713,-0.159166634425484
-0.22877501121861138,-0.3904322790004645
-0.9722420669390817,0.018723713130595884
-0.43614724681504075,0.7482190622671968
-0.3603883248951708,0.42391741462897337
-0.03893254029514406,-0.4772450027512684
0.4049350041547292,-0.2909822621702797
-0.15698706276657737,-0.46852622039257574
-0.9025689962994703,0.2553744156202822
0.9025564968761508,-0.36951147655632033
-0.27574884067272726,0.9235651266247138
-0.9406441995115561,-0.27293934219717086
-0.3355566656317903,-0.9539551484162102
-0.5516309735098601,0.794751993410654
0.3007096821760602,0.3046048493092244
0.5283137004966414,0.778547356108287
-0.19043509837308537,0.4604441026663716
0.3364950433057756,0.3513423208617493
0.17306407109122537,0.4595049826655335
0.42064556278209375,-0.40869196689130827
-0.40091296548712796,0.8704148033729243
-0.42672855355497796,0.28878478873479524
0.06455320622932724,0.5218036973523379
-0.24632926819251033,-1.0317641531928732
0.4506349283507345,0.2697700517852271
-0.9557050952907047,0.5240274551917921
-0.009335628088913292,0.5979949529383712
-0.35363529165408464,0.3953158790790633
0.16282972278193655,0.5027973070994198
-0.9050223479744367,-0.17052229151991574
0.49452118791025285,0.3293245837494797
-0.5545901938043866,0.7976315655782183
0.4101063290981001,0.10508663238737335
-0.7229191530150567,-0.8352594789521801
-0.5466398718218431,0.7556364318230528
-0.8929637842853198,0.3463121622699382
-0.7713659944722964,0.7833357999641356
0.36751957132201274,-0.3152535172944513
0.4798682169251132,-0.15763029324931702
-0.42531876680429903,-0.2304609899197989
-0.25690892156873313,0.4349276353126976
-0.4740856765992699,0.17885826746963282
0.8601243501315288,-0.5610616050548437
0.9230906817596015,-0.017905525427080304
0.8291860487999982,-0.5639653845850462
0.06699275495751202,-0.45953507008209515
-0.7559853890386408,0.6526171690552358
0.3858260754572215,-0.42342319812248863
0.22163450301204424,-0.5090299926987467
-0.3220836605070817,-0.9915108824122028
0.094417659615432,0.9789237238956001
0.7144816592682608,0.6640690264728804
0.3192569944932032,1.065854248383042
0.9976243745788099,0.3804320543125709
-0.4696980260553728,-0.27732798321058133
0.3449467724538603,-0.2473299881921599
0.14729436355557843,-0.9576558187188282
0.6253144390476146,0.7883914168817201
-0.21876335247240836,0.9741148190253675
0.17261620532311475,0.3404770962262976
-0.7976624952954632,-0.4215701323318143
0.08343260683956873,-0.4942121943227758
0.8610212373819774,0.5502491634952346
-0.03091998896453417,0.4926938194072781
0.17995774186216995,0.4390038548435504
0.4469269318323485,-0.2301265103213571
0.4925618734896872,-0.04445714393669556
-0.06645271344333138,0.5957969768365744
-0.42812849641762774,-0.047882928330719464
0.6599856037555131,-0.7350388477243965
-0.16246741064888204,0.5821596935120281
-0.5719572858177433,-0.10322807860244224
-0.03137368073707432,0.9121766224150847
0.4906169425825811,-0.8417691784681022
0.328808389689766,0.35082996412905465
-0.409461468484914,0.3217802900246056
0.5640997359827197,-0.826201705565623
0.9308206672646254,0.1861767159377009
-0.38712073249812806,-0.957115745619434
-0.1776431657818621,-0.4844944767165364
0.838335428548077,0.6166588225307461
0.39808937877790734,1.0040435792908078
0.2106978695336988,0.41449167872271436
0.06735224231067469,-0.9785321351564951
-0.4009872138567567,-0.32865173872337233
0.528554027442507,0.06051383690848644
0.4051251380332506,0.27652073474385264
-0.326850044572562,-0.4256927031298343
-0.00693863171081379,1.0222564780726502
-0.1665426750549196,0.5274172298258073
0.11502403578935583,-0.4304737150160102
-0.2557669649508284,0.35843803633053856
0.9588628449880636,0.31418130166886776
-0.8792590007616006,0.4339117431869288
0.34444755023951357,-0.33728531396636713
0.42841033541227447,0.1771468125197996
0.24233847360018673,0.3337169116803636
0.49786634478957226,0.04175311556147901
-0.8665186740958389,-0.3362022023412443
0.4243692426699038,0.8694554108276383
-0.3603330061873352,-0.3877556029805892
0.9394142670981347,0.061566449217861446
0.1517353708004599,-0.4214844589471425
-0.4207254119061027,0.1665919366707511
0.2977192000045812,-0.34703902786937263
0.43178302169662364,1.0246668094974696
-0.31903587705679465,0.2340854041454613
0.9411826924048442,-0.3934860386129279
-0.7430672748778456,0.5736190198536758
0.20128459417120265,0.3913251610659664
-0.06840540558164489,0.5147678920009694
-0.9272703292922293,0.4044192367304674
0.5612358943874853,0.815475147702824
0.32574175973889424,0.4566646304448641
0.9352295247954618,0.17473097325362844
0.12873804859998048,-1.0578255834245003
-0.10409205371751672,1.0674355992277151
-1.063480309018914,-0.1442108061616082
0.9395147450331538,0.20416602342644305
-0.9769448149666807,-0.2775650492412215
0.08591965367334532,-0.5812930846735991
-0.45740190530605446,-0.3738651425278877
-0.4508825494636578,-0.041129769533870486
0.8233177480268765,0.605598650889612
-0.38320446874299063,0.28471492724085834
-0.76109006262794,0.7007272795829802
-0.9730981545807122,-0.39324949263635806
0.5265247902710393,-0.015640720053919695
-0.29883360696319167,-1.0319652816087788
0.9472527904218788,-0.19659421905188051
-0.9770222270712813,0.26765821051703337
0.9274021179914347,-0.24090744920965837
0.22676647800726563,-0.4173346337723767
0.4691450392771645,0.16199664010119116
-0.3990828001549935,0.8816145832076472
0.09018367797085569,-0.9768382568473601
-0.14674753835716167,0.874635525243848
-0.14815263894724337,-0.9979882772828862
-0.6727798845238997,-0.6630014939032677
0.30227226307351945,-0.38957234037528965
0.4602215256504354,0.3298572473857989
-0.08426386553119629,0.3981890227064734
0.45577716627893644,-0.8746980669779998
0.03161032893002069,-1.0536610022837407
0.9176430641929452,-0.457048173998037
-0.40207042923564146,0.44105532121056523
-0.3027021561912227,-0.37365930969977035
0.11544451272708972,0.47654627453972875
-0.35178585858892764,0.2973039039799325
-0.276733185776125,-0.3629574672115185
-0.3436415981293907,-0.33676788652822404
0.6552728010065356,0.8038028274277298
-0.10754287462736728,1.0171533156936194
-0.4219690320402156,-0.20002012760720858
0.9030722364298203,-0.33978829090085183
-0.38956645794571754,0.2624599022537462
0.999565243150592,0.17893346474688793
0.18309709316624642,-0.5156334592381521
0.14075323195464753,-0.46693553189897136
0.3128042674443383,-0.9833126010004033
-0.8673610240116172,0.6463421081953887
-0.21240482619040238,-0.9598864358424205
-0.20156070057341025,0.4497614867729726
0.5270440205978167,-0.8519494764042819
-0.4243934615943984,-0.3087936654429089
-0.5720105400894575,-0.21307380372889384
-0.005076577386251328,-0.5434939591918975
0.31623883464762137,0.921166637982638
-0.4375905084575449,0.168157420206056
-0.9390862824399923,0.4303021352153454
0.4607335842052921,-0.04674307028346948
-0.042737094762727364,0.996043106193043
-0.4327577701395995,0.9319472492450505
